Time,Aston Quay,Bachelors Walk,Grafton Street / Nassau Street / Suffolk Street,Capel Street,"College Green, Bank Of Ireland",College Green @ Church Lane,Dawson Street,Dawson Street Replacement,Dame Street,Grafton Street,Grafton Street @ CompuB,"Doilier Street, Burgh Quay",College Green - Dame St Side,Henry Street,Liffey Street,Mary Street,O'Connell St Outside Pennys,"O'Connell St, Parnell St @ AIB",O'Connell St Outside Clerys,Talbot Street North,Talbot Street South,Westmoreland Street East,Westmoreland Street West
2023-03-17 19:00:00,3385,161,5938,1803,310,634,576,1271,637,284,1065,160,78,4374,6176,461,1316,606,831,2520,1779,1118,1198
2023-03-17 20:00:00,3264,150,5645,1725,291,619,541,1232,606,266,1003,150,73,4010,6147,423,1235,568,785,2446,1780,1096,1151
2023-03-17 21:00:00,3143,141,5353,1646,273,605,508,1194,574,249,944,140,69,3661,6109,388,1158,529,739,2360,1778,1071,1102
2023-03-17 22:00:00,3029,132,5082,1572,256,592,480,1160,543,233,892,132,66,3351,6065,356,1091,494,698,2268,1776,1046,1056
2023-03-17 23:00:00,2931,126,4851,1508,241,581,458,1131,516,221,850,125,63,3100,6018,332,1037,464,663,2176,1772,1021,1015
2023-03-18 00:00:00,2855,122,4675,1457,230,573,444,1110,494,212,822,121,62,2925,5973,315,1001,442,639,2092,1767,999,982
2023-03-18 01:00:00,2806,120,4565,1424,224,570,438,1099,479,208,809,120,62,2837,5930,308,985,428,625,2019,1762,981,960
2023-03-18 02:00:00,2787,121,4530,1410,222,569,442,1097,472,208,812,121,64,2840,5894,310,989,424,622,1964,1756,969,949
2023-03-18 03:00:00,2800,125,4569,1416,224,573,454,1105,472,212,830,125,66,2934,5868,322,1013,429,632,1931,1750,963,951
2023-03-18 04:00:00,2842,131,4680,1441,232,581,474,1123,481,221,862,131,69,3112,5851,342,1055,444,653,1920,1745,963,964
2023-03-18 05:00:00,2912,139,4855,1484,243,591,500,1148,496,233,907,139,73,3360,5846,369,1113,467,683,1933,1741,970,989
2023-03-18 06:00:00,3004,148,5082,1542,257,603,531,1180,518,247,959,148,78,3661,5853,401,1182,497,721,1969,1738,982,1024
2023-03-18 07:00:00,3111,158,5343,1610,274,617,564,1216,545,264,1017,158,82,3995,5872,436,1257,531,763,2024,1736,1000,1065
2023-03-18 08:00:00,3225,168,5621,1684,292,632,597,1253,574,281,1076,168,87,4338,5900,471,1333,568,807,2095,1736,1021,1110
2023-03-18 09:00:00,3340,177,5896,1759,309,645,628,1289,604,297,1131,177,90,4666,5936,505,1405,604,850,2177,1737,1044,1155
2023-03-18 10:00:00,3447,185,6151,1829,325,658,654,1321,633,311,1180,185,94,4958,5977,534,1469,637,889,2264,1739,1068,1199
2023-03-18 11:00:00,3538,191,6367,1890,339,668,675,1348,658,323,1219,191,96,5194,6021,557,1519,665,921,2350,1743,1091,1237
2023-03-18 12:00:00,3609,194,6530,1937,349,675,688,1367,678,331,1245,194,97,5358,6064,573,1552,686,944,2429,1748,1112,1268
2023-03-18 13:00:00,3653,196,6630,1968,355,678,692,1377,693,335,1257,196,97,5440,6104,579,1567,699,957,2496,1753,1128,1289
2023-03-18 14:00:00,3670,195,6661,1981,357,678,689,1378,699,335,1254,194,95,5434,6138,577,1563,703,959,2547,1758,1140,1298
2023-03-18 15:00:00,3657,191,6621,1974,354,674,677,1370,699,331,1236,191,93,5343,6163,566,1539,697,949,2578,1763,1145,1296
2023-03-18 16:00:00,3615,185,6514,1949,347,667,658,1353,691,323,1205,185,90,5172,6178,547,1499,683,929,2587,1768,1145,1283
2023-03-18 17:00:00,3549,178,6348,1908,336,658,633,1329,676,311,1163,177,86,4934,6182,521,1444,660,900,2574,1772,1139,1259
2023-03-18 18:00:00,3463,169,6134,1853,323,646,604,1299,655,297,1113,169,82,4647,6175,490,1379,632,865,2541,1775,1127,1227
2023-03-18 19:00:00,3362,160,5887,1788,307,632,573,1266,630,282,1058,159,78,4331,6158,457,1308,600,825,2488,1777,1110,1188
2023-03-18 20:00:00,3254,151,5625,1718,290,619,542,1231,602,266,1003,150,74,4007,6131,424,1236,565,783,2421,1777,1090,1145
2023-03-18 21:00:00,3146,142,5365,1648,274,606,513,1197,574,250,951,141,70,3698,6096,392,1168,531,742,2344,1776,1068,1102
2023-03-18 22:00:00,3045,135,5126,1582,259,594,488,1167,547,237,905,134,67,3424,6057,365,1108,500,706,2262,1774,1045,1061
2023-03-18 23:00:00,2959,129,4923,1525,246,585,469,1142,523,226,869,129,65,3204,6016,343,1062,474,676,2180,1770,1024,1025
2023-03-19 00:00:00,2893,126,4770,1481,236,579,457,1124,504,218,845,125,64,3053,5975,329,1030,454,654,2105,1766,1004,996
2023-03-19 01:00:00,2851,124,4677,1453,231,575,453,1114,490,215,834,124,64,2979,5938,323,1017,442,643,2042,1761,989,977
2023-03-19 02:00:00,2836,126,4649,1441,229,576,456,1113,484,215,837,125,65,2988,5906,326,1022,439,642,1994,1756,978,968
2023-03-19 03:00:00,2849,129,4689,1448,232,579,468,1121,485,219,854,129,68,3077,5883,336,1045,445,651,1966,1751,973,970
2023-03-19 04:00:00,2889,134,4792,1472,239,586,486,1137,493,227,884,135,71,3240,5869,355,1083,459,670,1958,1746,974,983
2023-03-19 05:00:00,2953,141,4952,1511,249,595,509,1160,508,238,924,142,74,3465,5865,379,1136,480,697,1971,1742,980,1006
2023-03-19 06:00:00,3036,150,5156,1563,262,607,537,1189,527,251,971,150,78,3736,5872,408,1197,507,731,2003,1740,991,1037
2023-03-19 07:00:00,3131,158,5390,1625,277,619,566,1221,551,266,1023,159,82,4035,5889,439,1265,537,769,2054,1738,1007,1074
2023-03-19 08:00:00,3234,167,5638,1691,293,632,596,1254,577,281,1075,167,86,4340,5915,471,1332,570,809,2118,1738,1026,1114
2023-03-19 09:00:00,3336,175,5883,1757,308,644,623,1286,604,295,1124,175,89,4632,5947,501,1396,602,847,2191,1739,1047,1155
2023-03-19 10:00:00,3430,182,6108,1819,322,655,646,1314,630,308,1167,182,92,4889,5984,526,1452,631,881,2269,1741,1069,1194
2023-03-19 11:00:00,3511,187,6298,1872,334,664,664,1338,652,318,1201,187,94,5095,6024,547,1496,656,909,2345,1745,1089,1228
2023-03-19 12:00:00,3572,191,6440,1914,343,670,675,1354,670,325,1224,191,95,5237,6062,560,1524,674,929,2416,1749,1107,1254
2023-03-19 13:00:00,3610,192,6525,1940,349,673,679,1363,682,329,1233,192,95,5304,6097,565,1537,685,940,2475,1754,1121,1272
2023-03-19 14:00:00,3623,191,6549,1951,350,672,675,1363,688,328,1230,190,94,5294,6127,562,1531,688,941,2519,1758,1131,1280
2023-03-19 15:00:00,3610,187,6509,1944,347,669,665,1356,687,324,1213,187,92,5207,6149,552,1510,682,931,2545,1763,1136,1278
2023-03-19 16:00:00,3572,182,6410,1920,341,662,647,1340,679,317,1185,182,89,5051,6162,534,1472,669,913,2552,1767,1135,1265
2023-03-19 17:00:00,3511,175,6258,1883,331,653,625,1318,665,306,1147,175,85,4836,6165,511,1423,649,887,2539,1771,1129,1243
2023-03-19 18:00:00,3433,168,6065,1833,318,643,599,1291,646,294,1102,167,82,4578,6158,484,1364,623,855,2508,1773,1118,1214
2023-03-19 19:00:00,3343,159,5843,1775,304,631,571,1261,624,280,1053,159,78,4295,6141,454,1301,594,819,2460,1775,1103,1179
2023-03-19 20:00:00,3246,151,5609,1712,289,619,543,1230,599,266,1004,150,74,4006,6117,424,1237,563,782,2399,1775,1085,1141
2023-03-19 21:00:00,3150,143,5378,1650,275,607,518,1200,574,252,957,143,71,3732,6086,396,1177,533,746,2330,1774,1066,1102
2023-03-19 22:00:00,3061,137,5167,1592,261,597,496,1173,550,240,917,136,68,3491,6051,372,1124,506,714,2257,1772,1045,1066
2023-03-19 23:00:00,2985,132,4989,1542,250,589,479,1151,529,231,885,132,67,3299,6014,353,1084,483,687,2185,1769,1026,1034
2023-03-20 00:00:00,2928,129,4856,1503,242,583,469,1136,512,224,865,129,66,3168,5977,341,1057,465,669,2118,1765,1009,1009
2023-03-20 01:00:00,2892,128,4776,1479,237,581,465,1127,501,221,856,128,66,3107,5944,336,1046,455,659,2063,1760,995,993
2023-03-20 02:00:00,2880,129,4756,1470,236,581,469,1127,495,221,860,129,67,3119,5917,339,1051,453,659,2022,1756,986,985
2023-03-20 03:00:00,2894,132,4795,1476,239,584,480,1135,497,225,876,132,69,3204,5896,349,1072,459,667,1997,1751,982,988
2023-03-20 04:00:00,2931,137,4891,1499,245,591,496,1150,504,233,903,138,72,3353,5885,366,1108,472,685,1991,1747,983,1000
2023-03-20 05:00:00,2989,144,5036,1535,254,599,517,1171,517,242,939,144,75,3557,5882,388,1155,491,710,2004,1744,989,1021
2023-03-20 06:00:00,3063,151,5220,1582,266,609,542,1196,535,254,982,151,79,3801,5889,414,1211,515,740,2034,1741,999,1049
2023-03-20 07:00:00,3149,159,5430,1637,279,620,568,1225,557,268,1028,159,82,4068,5905,442,1271,543,774,2080,1740,1014,1082
2023-03-20 08:00:00,3241,167,5651,1696,294,632,594,1254,580,281,1074,167,86,4340,5928,470,1331,572,810,2138,1740,1031,1118
2023-03-20 09:00:00,3331,174,5869,1755,307,643,619,1283,604,294,1118,174,89,4599,5957,497,1388,600,843,2204,1741,1050,1155
2023-03-20 10:00:00,3415,180,6068,1810,320,652,639,1308,627,305,1156,180,91,4825,5991,519,1437,626,874,2273,1743,1069,1189
2023-03-20 11:00:00,3486,185,6235,1857,330,660,655,1328,646,314,1185,185,93,5006,6025,537,1475,648,898,2341,1746,1087,1219
2023-03-20 12:00:00,3539,187,6358,1893,338,665,664,1343,662,320,1205,187,93,5127,6060,548,1500,663,915,2403,1750,1103,1242
2023-03-20 13:00:00,3572,188,6431,1916,343,668,667,1350,672,323,1213,188,93,5183,6091,552,1509,673,924,2455,1754,1115,1258
2023-03-20 14:00:00,3582,187,6448,1924,343,667,663,1350,677,322,1208,187,92,5169,6117,550,1504,675,925,2493,1759,1124,1264
2023-03-20 15:00:00,3568,184,6409,1917,341,664,653,1343,676,318,1193,184,90,5087,6136,540,1483,669,916,2516,1763,1128,1261
2023-03-20 16:00:00,3533,179,6317,1895,335,658,638,1328,668,311,1167,179,88,4944,6147,524,1449,657,899,2521,1766,1127,1249
2023-03-20 17:00:00,3478,173,6179,1860,326,650,617,1308,656,302,1133,173,85,4750,6149,503,1404,638,875,2508,1770,1121,1229
2023-03-20 18:00:00,3407,166,6004,1815,315,640,594,1284,639,291,1092,166,81,4518,6142,478,1352,615,846,2479,1772,1111,1203
2023-03-20 19:00:00,3326,159,5806,1763,302,630,569,1257,618,278,1049,158,78,4265,6127,452,1295,589,814,2436,1773,1097,1171
2023-03-20 20:00:00,3240,151,5597,1708,289,619,544,1229,596,266,1005,151,75,4008,6105,425,1238,562,781,2381,1773,1081,1137
2023-03-20 21:00:00,3154,145,5392,1652,276,609,522,1203,574,254,964,144,72,3765,6077,400,1185,535,749,2319,1772,1063,1103
2023-03-20 22:00:00,3076,139,5205,1601,264,600,503,1179,553,243,928,139,70,3552,6045,379,1139,511,721,2253,1770,1045,1071
2023-03-20 23:00:00,3009,135,5049,1557,254,592,488,1160,534,235,901,134,68,3384,6012,363,1103,491,698,2189,1767,1028,1043
2023-03-21 00:00:00,2959,132,4933,1523,247,588,479,1146,519,229,883,132,67,3271,5980,352,1080,476,682,2131,1764,1013,1021
2023-03-21 01:00:00,2929,131,4866,1502,243,585,477,1140,510,226,876,131,68,3221,5951,348,1072,467,674,2082,1760,1001,1007
2023-03-21 02:00:00,2920,133,4851,1495,242,586,480,1140,505,227,880,133,69,3237,5926,351,1077,466,674,2046,1755,994,1001
2023-03-21 03:00:00,2933,136,4890,1502,245,589,490,1147,507,231,895,136,70,3316,5909,361,1097,471,682,2025,1751,990,1004
2023-03-21 04:00:00,2967,140,4978,1523,250,595,505,1161,514,237,920,140,73,3453,5899,376,1130,483,698,2021,1748,991,1015
2023-03-21 05:00:00,3020,146,5110,1556,259,602,524,1180,526,246,952,146,76,3638,5897,396,1172,500,721,2033,1745,997,1034
2023-03-21 06:00:00,3087,153,5276,1598,270,612,547,1203,542,257,991,153,79,3857,5904,419,1222,522,748,2061,1743,1006,1060
2023-03-21 07:00:00,3165,160,5464,1648,282,622,570,1229,562,269,1032,160,82,4096,5918,444,1276,547,779,2103,1742,1019,1089
2023-03-21 08:00:00,3246,166,5662,1700,294,632,593,1255,583,281,1073,167,85,4338,5939,469,1329,573,810,2155,1742,1035,1122
2023-03-21 09:00:00,3327,173,5855,1753,306,642,615,1280,604,292,1112,173,88,4567,5966,493,1380,598,840,2214,1743,1051,1154
2023-03-21 10:00:00,3401,178,6031,1801,317,650,633,1302,624,302,1145,178,90,4767,5996,513,1423,621,867,2276,1745,1068,1184
2023-03-21 11:00:00,3463,182,6177,1843,327,657,646,1320,641,310,1171,182,91,4924,6027,528,1456,640,888,2336,1748,1084,1211
2023-03-21 12:00:00,3509,184,6285,1874,333,661,654,1332,655,315,1188,184,92,5029,6057,538,1477,654,903,2391,1751,1098,1231
2023-03-21 13:00:00,3537,185,6346,1893,337,663,656,1339,664,317,1194,185,92,5074,6085,541,1485,662,911,2437,1755,1109,1244
2023-03-21 14:00:00,3545,184,6358,1900,338,663,653,1338,668,317,1190,184,91,5058,6107,538,1479,663,910,2470,1759,1117,1249
2023-03-21 15:00:00,3531,181,6320,1892,335,659,643,1331,666,313,1175,181,89,4981,6124,529,1460,658,902,2489,1762,1120,1246
2023-03-21 16:00:00,3499,177,6235,1872,330,654,629,1318,659,307,1151,176,87,4850,6133,514,1429,646,887,2492,1766,1119,1235
2023-03-21 17:00:00,3448,171,6110,1841,321,647,611,1300,648,298,1120,171,84,4674,6134,495,1388,629,865,2480,1768,1113,1217
2023-03-21 18:00:00,3385,165,5952,1800,311,638,590,1278,632,288,1084,164,81,4466,6128,473,1341,609,839,2453,1770,1104,1193
2023-03-21 19:00:00,3312,158,5774,1754,300,628,568,1254,614,277,1045,158,78,4240,6114,450,1291,585,810,2414,1771,1092,1165
2023-03-21 20:00:00,3235,152,5588,1704,288,619,546,1229,594,266,1006,151,75,4011,6094,426,1240,561,781,2364,1771,1077,1134
2023-03-21 21:00:00,3159,146,5406,1654,277,610,526,1206,574,255,970,145,73,3796,6069,404,1193,537,752,2309,1770,1062,1104
2023-03-21 22:00:00,3089,141,5240,1609,266,602,509,1185,555,246,938,140,71,3609,6040,385,1152,516,727,2250,1768,1046,1075
2023-03-21 23:00:00,3031,137,5103,1570,258,596,496,1168,539,238,914,137,69,3462,6011,371,1121,498,707,2193,1766,1030,1051
2023-03-22 00:00:00,2987,135,5003,1541,251,591,489,1156,526,234,899,135,69,3365,5982,362,1102,485,693,2142,1763,1017,1032
2023-03-22 01:00:00,2961,134,4946,1523,248,590,487,1151,518,231,893,134,69,3324,5957,359,1095,478,687,2099,1759,1007,1019
2023-03-22 02:00:00,2955,136,4936,1517,247,590,490,1151,514,232,898,136,70,3342,5935,362,1101,477,687,2068,1755,1000,1015
2023-03-22 03:00:00,2968,138,4974,1525,250,593,499,1158,516,236,912,138,72,3416,5920,371,1119,482,695,2050,1752,997,1018
2023-03-22 04:00:00,3000,143,5056,1544,255,598,513,1171,523,242,934,143,74,3541,5911,385,1149,493,710,2048,1749,998,1028
2023-03-22 05:00:00,3048,148,5175,1574,263,605,531,1188,534,250,964,148,76,3708,5910,403,1187,509,731,2060,1746,1004,1046
2023-03-22 06:00:00,3108,154,5325,1612,273,614,550,1209,549,260,998,154,79,3905,5917,424,1232,529,755,2086,1744,1012,1069
2023-03-22 07:00:00,3178,160,5494,1657,283,623,571,1232,566,270,1035,160,82,4119,5930,446,1280,551,782,2123,1744,1024,1096
2023-03-22 08:00:00,3250,166,5670,1704,295,632,592,1255,585,281,1072,166,85,4335,5949,468,1328,574,810,2170,1744,1038,1124
2023-03-22 09:00:00,3322,172,5841,1750,305,640,611,1277,603,291,1106,172,87,4537,5973,489,1372,596,837,2223,1745,1053,1153
2023-03-22 10:00:00,3387,176,5996,1793,315,648,627,1297,621,299,1136,176,89,4713,6000,507,1410,616,860,2278,1746,1068,1180
2023-03-22 11:00:00,3442,180,6125,1830,323,654,638,1312,636,306,1158,180,90,4850,6028,520,1439,633,879,2332,1749,1082,1203
2023-03-22 12:00:00,3483,182,6218,1857,329,657,645,1323,648,311,1172,182,91,4940,6055,528,1457,645,892,2380,1752,1095,1221
2023-03-22 13:00:00,3506,182,6270,1874,332,659,647,1328,656,313,1177,182,90,4977,6079,531,1463,652,898,2420,1755,1104,1232
2023-03-22 14:00:00,3512,181,6278,1878,333,658,643,1327,659,312,1173,181,89,4959,6099,528,1457,652,898,2449,1759,1111,1236
2023-03-22 15:00:00,3499,178,6241,1871,330,655,635,1321,657,308,1159,178,88,4887,6113,519,1439,647,890,2465,1762,1113,1233
2023-03-22 16:00:00,3468,174,6163,1852,325,650,622,1309,651,303,1137,174,86,4767,6121,506,1411,637,876,2467,1765,1112,1223
2023-03-22 17:00:00,3422,170,6049,1824,318,644,605,1292,640,295,1109,169,83,4608,6122,489,1374,622,856,2456,1767,1107,1206
2023-03-22 18:00:00,3365,164,5907,1787,309,636,586,1273,626,286,1077,163,81,4421,6115,469,1332,603,833,2431,1769,1098,1184
2023-03-22 19:00:00,3299,158,5747,1745,298,628,566,1251,610,276,1042,157,78,4219,6103,448,1287,582,807,2395,1770,1087,1159
2023-03-22 20:00:00,3231,152,5581,1701,288,619,547,1229,592,266,1007,152,75,4016,6084,427,1242,560,781,2350,1770,1074,1132
2023-03-22 21:00:00,3163,147,5419,1657,278,611,529,1208,574,256,975,147,73,3825,6062,408,1200,539,756,2300,1769,1060,1105
2023-03-22 22:00:00,3102,143,5273,1617,268,604,514,1190,558,248,948,142,72,3660,6036,391,1165,520,733,2248,1767,1046,1079
2023-03-22 23:00:00,3051,139,5153,1583,261,598,503,1175,544,242,927,139,70,3532,6010,379,1137,504,716,2198,1765,1032,1058
2023-03-23 00:00:00,3013,138,5066,1557,255,595,497,1165,532,238,914,137,70,3449,5985,371,1121,493,704,2152,1762,1021,1041
2023-03-23 01:00:00,2991,137,5018,1542,252,593,496,1160,525,236,909,137,70,3416,5962,369,1115,487,698,2115,1759,1012,1031
2023-03-23 02:00:00,2986,138,5012,1538,252,594,499,1161,522,237,914,138,71,3435,5943,372,1121,487,699,2088,1755,1006,1027
2023-03-23 03:00:00,2999,141,5048,1545,255,597,508,1168,524,240,927,141,73,3504,5930,380,1139,492,707,2073,1752,1004,1030
2023-03-23 04:00:00,3029,145,5124,1563,260,602,520,1179,530,246,947,145,75,3619,5923,393,1165,502,720,2072,1749,1005,1040
2023-03-23 05:00:00,3072,149,5233,1590,267,608,536,1195,541,253,974,149,77,3770,5922,409,1200,516,739,2083,1747,1010,1056
2023-03-23 06:00:00,3127,155,5367,1625,275,616,554,1214,554,262,1005,155,80,3947,5929,428,1240,534,761,2107,1746,1018,1077
2023-03-23 07:00:00,3189,160,5518,1665,285,624,572,1234,569,271,1038,160,82,4138,5941,448,1283,554,786,2141,1745,1029,1101
2023-03-23 08:00:00,3254,166,5675,1707,295,632,591,1255,586,281,1071,166,84,4330,5958,467,1326,574,810,2183,1745,1041,1127
2023-03-23 09:00:00,3317,171,5828,1748,305,639,607,1275,603,289,1101,171,87,4509,5980,486,1365,594,834,2231,1746,1054,1152
2023-03-23 10:00:00,3375,175,5965,1786,313,646,621,1292,619,297,1127,175,88,4664,6004,501,1398,612,855,2280,1748,1068,1176
2023-03-23 11:00:00,3423,178,6077,1818,320,651,631,1306,632,303,1146,178,89,4784,6029,513,1423,627,871,2328,1750,1080,1196
2023-03-23 12:00:00,3458,179,6158,1842,325,654,637,1315,642,307,1158,179,90,4861,6052,520,1439,637,882,2370,1753,1091,1212
2023-03-23 13:00:00,3478,180,6202,1856,328,655,638,1319,649,308,1162,179,89,4890,6074,522,1444,643,887,2405,1756,1100,1221
2023-03-23 14:00:00,3482,179,6206,1859,328,655,635,1318,651,308,1158,178,88,4871,6091,519,1438,643,886,2430,1759,1105,1225
2023-03-23 15:00:00,3469,176,6171,1852,326,652,627,1312,650,304,1145,176,87,4804,6104,511,1421,638,879,2444,1762,1107,1221
2023-03-23 16:00:00,3441,173,6099,1835,321,647,615,1301,644,299,1125,172,85,4694,6110,499,1395,628,866,2445,1764,1106,1212
2023-03-23 17:00:00,3400,168,5995,1809,314,641,600,1286,634,292,1100,168,83,4551,6110,483,1362,615,848,2434,1766,1101,1197
2023-03-23 18:00:00,3348,163,5867,1776,306,634,583,1268,621,284,1071,163,80,4383,6104,465,1324,598,827,2411,1768,1093,1177
2023-03-23 19:00:00,3289,158,5724,1738,297,627,566,1249,607,275,1040,157,78,4202,6093,447,1284,579,804,2378,1768,1083,1154
2023-03-23 20:00:00,3228,153,5576,1698,288,619,548,1229,591,266,1009,152,76,4021,6076,428,1244,560,781,2338,1768,1072,1130
2023-03-23 21:00:00,3168,148,5433,1659,278,612,533,1211,575,258,980,148,74,3852,6056,411,1207,541,758,2293,1767,1059,1106
2023-03-23 22:00:00,3114,144,5304,1624,270,606,520,1194,560,251,956,144,72,3707,6033,396,1176,524,739,2247,1766,1046,1083
2023-03-23 23:00:00,3069,141,5198,1594,264,601,510,1182,548,245,938,141,71,3595,6010,386,1152,510,724,2202,1764,1034,1064
2023-03-24 00:00:00,3036,140,5123,1572,259,598,505,1173,538,241,927,140,71,3524,5987,379,1138,501,713,2162,1761,1024,1050
2023-03-24 01:00:00,3017,140,5083,1559,257,597,504,1169,532,240,923,139,71,3498,5967,377,1134,496,709,2129,1758,1016,1041
2023-03-24 02:00:00,3014,141,5080,1556,257,598,507,1170,530,241,928,141,72,3518,5951,380,1140,496,710,2106,1755,1011,1038
2023-03-24 03:00:00,3027,143,5115,1563,259,600,515,1176,532,244,940,143,74,3583,5939,388,1156,500,717,2093,1753,1009,1041
2023-03-24 04:00:00,3054,146,5184,1579,263,605,526,1187,537,249,959,146,75,3687,5933,400,1180,510,730,2093,1750,1011,1051
2023-03-24 05:00:00,3094,151,5283,1604,270,610,540,1201,547,256,983,151,77,3824,5933,414,1212,523,746,2104,1748,1015,1065
2023-03-24 06:00:00,3143,155,5404,1636,278,617,556,1218,559,264,1011,155,80,3983,5939,431,1248,539,766,2126,1747,1023,1084
2023-03-24 07:00:00,3198,160,5539,1671,286,624,573,1236,572,272,1040,160,82,4154,5950,449,1286,556,788,2157,1746,1032,1105
2023-03-24 08:00:00,3256,165,5679,1709,295,631,589,1255,587,280,1069,165,84,4324,5966,466,1324,575,810,2195,1746,1043,1128
2023-03-24 09:00:00,3313,170,5815,1745,304,638,604,1272,602,288,1096,170,86,4483,5985,483,1358,592,831,2237,1747,1055,1151
2023-03-24 10:00:00,3364,173,5935,1779,311,644,616,1287,616,295,1118,173,87,4619,6007,496,1388,608,849,2281,1749,1067,1172
2023-03-24 11:00:00,3406,176,6034,1807,317,648,625,1299,628,300,1136,176,88,4723,6029,506,1410,621,864,2323,1751,1078,1190
2023-03-24 12:00:00,3436,177,6104,1828,322,651,630,1307,637,303,1146,177,88,4789,6050,512,1423,630,873,2361,1753,1088,1203
2023-03-24 13:00:00,3453,177,6141,1840,324,652,631,1311,643,305,1149,177,88,4813,6069,514,1426,635,877,2392,1756,1095,1212
2023-03-24 14:00:00,3456,176,6142,1842,324,651,627,1309,645,304,1144,176,87,4792,6084,511,1420,635,876,2413,1759,1100,1214
2023-03-24 15:00:00,3443,174,6108,1835,322,649,620,1304,643,301,1133,174,86,4730,6095,503,1405,630,869,2425,1761,1102,1211
2023-03-24 16:00:00,3417,171,6042,1819,317,645,609,1294,637,296,1115,170,84,4630,6101,492,1382,621,857,2425,1764,1100,1202
2023-03-24 17:00:00,3380,167,5948,1795,311,639,596,1280,628,290,1092,166,82,4500,6100,478,1352,609,841,2414,1765,1096,1188
2023-03-24 18:00:00,3333,162,5833,1766,304,633,581,1264,617,282,1065,162,80,4349,6095,462,1318,593,822,2393,1767,1089,1170
2023-03-24 19:00:00,3280,158,5705,1732,296,626,565,1247,604,274,1038,157,78,4188,6084,446,1281,577,802,2364,1767,1080,1150
2023-03-24 20:00:00,3226,153,5573,1696,287,619,550,1229,590,266,1010,153,76,4027,6069,429,1246,559,781,2327,1767,1069,1128
2023-03-24 21:00:00,3173,149,5445,1662,279,613,536,1213,576,259,985,149,74,3878,6050,414,1213,543,761,2287,1766,1058,1107
2023-03-24 22:00:00,3125,146,5332,1630,272,608,524,1199,563,253,964,145,73,3750,6030,401,1186,528,744,2246,1765,1047,1087
2023-03-24 23:00:00,3085,143,5239,1604,266,604,516,1188,551,248,948,143,72,3653,6009,392,1165,516,731,2206,1763,1036,1070
2023-03-25 00:00:00,3057,142,5174,1585,262,601,512,1180,543,245,938,142,72,3592,5989,386,1153,508,722,2171,1760,1027,1058
2023-03-25 01:00:00,3041,142,5141,1574,260,600,511,1177,538,244,936,142,72,3571,5972,385,1150,503,718,2142,1758,1020,1050
2023-03-25 02:00:00,3039,143,5141,1572,260,601,514,1178,536,245,940,143,73,3592,5957,388,1156,504,720,2122,1755,1016,1048
2023-03-25 03:00:00,3051,145,5174,1579,263,603,521,1184,538,247,952,145,74,3652,5947,395,1171,508,726,2111,1753,1015,1051
2023-03-25 04:00:00,3076,148,5237,1594,267,607,532,1194,543,252,969,148,76,3747,5942,406,1193,517,738,2112,1751,1016,1060
2023-03-25 05:00:00,3112,152,5327,1617,273,612,544,1206,552,258,991,152,78,3871,5943,419,1222,528,753,2122,1749,1020,1073
2023-03-25 06:00:00,3157,156,5436,1645,280,618,559,1222,563,265,1015,156,80,4014,5948,434,1254,543,771,2142,1748,1027,1090
2023-03-25 07:00:00,3206,161,5557,1677,287,625,574,1238,575,273,1042,161,82,4166,5959,450,1288,559,790,2170,1747,1036,1109
2023-03-25 08:00:00,3258,165,5682,1710,295,631,588,1254,588,280,1067,165,84,4318,5973,465,1322,575,810,2205,1748,1046,1130
2023-03-25 09:00:00,3308,169,5802,1743,303,637,601,1270,602,287,1091,169,85,4458,5990,480,1352,591,828,2243,1748,1056,1150
2023-03-25 10:00:00,3353,172,5908,1773,310,642,612,1283,614,293,1111,172,87,4578,6010,491,1378,605,844,2282,1750,1067,1169
2023-03-25 11:00:00,3390,174,5995,1797,315,646,619,1294,624,297,1126,174,87,4669,6029,500,1397,616,857,2319,1752,1077,1184
2023-03-25 12:00:00,3417,175,6055,1815,319,648,624,1301,632,300,1135,175,88,4725,6048,505,1408,624,865,2352,1754,1085,1196
2023-03-25 13:00:00,3431,175,6086,1825,321,649,624,1303,637,301,1137,175,87,4743,6065,506,1411,627,869,2379,1756,1092,1203
2023-03-25 14:00:00,3432,174,6085,1827,320,648,621,1302,639,300,1132,174,87,4723,6078,503,1405,627,867,2398,1759,1095,1205
2023-03-25 15:00:00,3420,172,6053,1820,318,646,614,1296,637,298,1121,172,85,4665,6087,497,1391,623,861,2408,1761,1097,1202
2023-03-25 16:00:00,3396,169,5992,1805,314,642,604,1287,632,293,1105,169,84,4574,6092,487,1369,615,850,2407,1763,1095,1193
2023-03-25 17:00:00,3362,166,5907,1784,309,637,592,1275,624,287,1085,165,82,4456,6091,474,1342,603,835,2397,1765,1091,1181
2023-03-25 18:00:00,3320,162,5803,1757,302,632,578,1261,613,281,1061,161,80,4321,6086,460,1312,590,818,2378,1766,1085,1165
2023-03-25 19:00:00,3273,157,5689,1727,295,626,564,1245,601,274,1036,157,78,4177,6076,445,1280,574,800,2351,1766,1077,1146
2023-03-25 20:00:00,3224,153,5571,1695,287,620,551,1230,589,267,1012,153,76,4034,6062,430,1248,559,781,2318,1766,1067,1127
2023-03-25 21:00:00,3177,150,5458,1664,280,614,539,1215,576,260,990,149,75,3902,6046,417,1219,544,764,2282,1765,1057,1108
